Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Cotton(lint),2014,Summer,Haryana,440870.7,2147040.31,956.97,189.06,2.6,4.87
Sugarcane,2014,Rabi,Haryana,51718.55,5524575.51,967.8,49.06,1.95,106.82
Sugarcane,2014,Summer,Haryana,325443.6,41126307.73,1359.45,215.53,2.13,126.37
Soybean,2014,Whole Year,Haryana,294313.0,706351.2,495.08,34.39,0.71,2.4
Soybean,2014,Kharif,Haryana,426307.95,1061506.8,575.84,49.87,0.57,2.49
Groundnut,2014,Whole Year,Haryana,96910.72,381828.24,482.71,232.7,2.03,3.94
Groundnut,2014,Kharif,Haryana,341382.96,1645465.87,754.24,195.25,1.19,4.82
Rapeseed &Mustard,2014,Kharif,Haryana,173234.12,507575.97,747.31,60.78,3.61,2.93
Rapeseed &Mustard,2014,Summer,Haryana,316985.32,938276.55,749.01,137.16,2.11,2.96
Gram,2014,Kharif,Haryana,226469.09,520878.91,1250.08,94.93,1.66,2.3
Gram,2014,Summer,Haryana,401591.05,1080279.92,1190.23,91.32,0.87,2.69
Arhar/Tur,2014,Kharif,Haryana,202773.11,626568.91,1390.22,101.35,3.42,3.09
Arhar/Tur,2014,Rabi,Haryana,111004.77,238660.26,1093.87,35.64,3.16,2.15
Moong(Green Gram),2014,Kharif,Haryana,145966.4,271497.5,586.4,201.22,1.48,1.86
Moong(Green Gram),2014,Rabi,Haryana,210364.46,384966.96,1286.52,142.5,0.33,1.83
Potato,2014,Whole Year,Haryana,81185.88,3152447.72,1772.99,82.24,1.48,38.83
Potato,2014,Kharif,Haryana,445759.34,17455935.75,673.5,127.3,3.35,39.16
Onion,2014,Kharif,Haryana,191031.7,6466423.05,1579.73,87.36,0.42,33.85
Onion,2014,Rabi,Haryana,224509.0,7693923.43,2136.61,135.76,1.39,34.27
Tomato,2014,Rabi,Haryana,449507.06,22870919.21,1333.78,232.48,0.27,50.88
Tomato,2014,Kharif,Haryana,308555.77,13616566.13,1427.02,39.28,0.84,44.13
Banana,2014,Summer,Haryana,188128.22,12408937.39,1004.06,103.59,0.59,65.96
Banana,2014,Rabi,Haryana,168264.52,12456622.42,2010.08,73.27,1.99,74.03
Rice,2014,Summer,Karnataka,124451.64,772844.68,1945.92,30.47,1.22,6.21
Rice,2014,Kharif,Karnataka,82030.78,485622.22,818.93,167.62,2.22,5.92
Wheat,2014,Rabi,Karnataka,249385.94,1448932.31,863.62,94.69,3.0,5.81
Wheat,2014,Whole Year,Karnataka,383579.55,2266955.14,616.76,218.47,0.54,5.91
Maize,2014,Kharif,Karnataka,96728.7,460428.61,603.0,187.43,1.27,4.76
Maize,2014,Summer,Karnataka,414011.71,1991396.33,818.56,128.18,4.32,4.81
Cotton(lint),2014,Kharif,Karnataka,367531.63,1414996.78,1485.83,105.69,2.11,3.85
Cotton(lint),2014,Whole Year,Karnataka,40789.89,202317.85,2040.31,111.34,1.7,4.96
Sugarcane,2014,Summer,Karnataka,98268.65,11033604.02,1546.01,214.96,0.35,112.28
Sugarcane,2014,Rabi,Karnataka,296259.57,34096513.91,1070.33,176.06,1.29,115.09
Soybean,2014,Whole Year,Karnataka,387791.69,1039281.73,583.42,93.21,2.33,2.68
Soybean,2014,Kharif,Karnataka,404127.43,1511436.59,1957.44,94.76,3.84,3.74
Groundnut,2014,Kharif,Karnataka,139769.58,751960.34,761.39,199.61,3.66,5.38
Groundnut,2014,Whole Year,Karnataka,313386.44,1328758.51,1316.69,117.58,4.48,4.24
Rapeseed &Mustard,2014,Rabi,Karnataka,313174.57,1067925.28,1622.34,129.7,3.41,3.41
Rapeseed &Mustard,2014,Summer,Karnataka,415764.47,1317973.37,1954.37,34.86,2.48,3.17
Gram,2014,Summer,Karnataka,287041.44,660195.31,1374.86,76.26,3.44,2.3
Gram,2014,Whole Year,Karnataka,212312.65,643307.33,1617.07,225.06,0.81,3.03
Arhar/Tur,2014,Whole Year,Karnataka,341468.56,857086.09,1205.92,178.46,1.59,2.51
Arhar/Tur,2014,Summer,Karnataka,424651.72,896015.13,541.87,138.0,3.5,2.11
Moong(Green Gram),2014,Whole Year,Karnataka,437566.24,761365.26,936.87,82.35,2.29,1.74
Moong(Green Gram),2014,Summer,Karnataka,177276.51,336825.37,1191.93,142.34,1.9,1.9
Potato,2014,Kharif,Karnataka,412772.92,18331245.38,1575.61,235.84,0.49,44.41
Potato,2014,Summer,Karnataka,190497.21,6920763.64,871.38,239.54,3.95,36.33
Onion,2014,Kharif,Karnataka,218792.89,7902799.19,2159.37,203.55,3.33,36.12
Onion,2014,Summer,Karnataka,156730.52,4407262.22,1354.97,157.92,2.82,28.12
Tomato,2014,Kharif,Karnataka,219533.42,6915302.73,548.37,183.39,1.91,31.5
Tomato,2014,Rabi,Karnataka,109349.13,4571887.13,983.73,200.9,2.03,41.81
Banana,2014,Kharif,Karnataka,15013.17,947331.03,2003.09,145.87,0.65,63.1
Banana,2014,Rabi,Karnataka,192142.37,11100064.71,865.25,36.68,3.82,57.77
Rice,2014,Summer,Madhya Pradesh,225214.5,1315252.68,782.84,163.24,0.87,5.84
Rice,2014,Whole Year,Madhya Pradesh,446057.19,2988583.17,2003.91,154.55,2.52,6.7
Wheat,2014,Kharif,Madhya Pradesh,33160.08,185033.25,1302.86,56.22,3.81,5.58
Wheat,2014,Whole Year,Madhya Pradesh,376439.48,2138176.25,984.93,104.1,0.97,5.68
Maize,2014,Kharif,Madhya Pradesh,273622.28,1811379.49,1709.81,131.24,1.26,6.62
Maize,2014,Summer,Madhya Pradesh,77447.98,491020.19,1130.23,121.39,4.43,6.34
Cotton(lint),2014,Summer,Madhya Pradesh,320387.04,1146985.6,510.89,225.25,2.2,3.58
Cotton(lint),2014,Rabi,Madhya Pradesh,271611.99,1021261.08,1431.3,150.71,1.3,3.76
Sugarcane,2014,Whole Year,Madhya Pradesh,154739.43,14214364.04,1326.74,209.52,3.39,91.86
Sugarcane,2014,Rabi,Madhya Pradesh,26401.71,2561229.89,2074.88,43.82,3.39,97.01
Soybean,2014,Summer,Madhya Pradesh,415550.83,1724535.94,2045.18,152.78,1.84,4.15
Soybean,2014,Kharif,Madhya Pradesh,20793.42,66954.81,831.58,154.78,0.35,3.22
Groundnut,2014,Whole Year,Madhya Pradesh,336306.95,1106449.87,933.25,81.49,4.45,3.29
Groundnut,2014,Rabi,Madhya Pradesh,374473.95,1059761.28,563.09,104.38,4.29,2.83
Rapeseed &Mustard,2014,Whole Year,Madhya Pradesh,215569.65,756649.47,1195.96,228.88,2.26,3.51
Rapeseed &Mustard,2014,Kharif,Madhya Pradesh,176506.94,607183.87,1679.25,151.71,3.27,3.44
Gram,2014,Summer,Madhya Pradesh,184024.61,463742.02,1913.71,60.45,2.58,2.52
Gram,2014,Kharif,Madhya Pradesh,230792.45,770846.78,2040.53,137.57,0.88,3.34
Arhar/Tur,2014,Whole Year,Madhya Pradesh,307029.24,632480.23,1514.0,94.88,1.4,2.06
Arhar/Tur,2014,Kharif,Madhya Pradesh,340943.91,1005784.53,2136.23,212.23,1.14,2.95
Moong(Green Gram),2014,Whole Year,Madhya Pradesh,40896.78,80566.66,1233.92,202.63,1.03,1.97
Moong(Green Gram),2014,Rabi,Madhya Pradesh,175309.57,238421.02,951.26,58.4,1.28,1.36
Potato,2014,Summer,Madhya Pradesh,282462.12,10778754.5,947.86,210.29,0.8,38.16
Potato,2014,Rabi,Madhya Pradesh,363609.73,12260920.1,1669.32,124.09,1.54,33.72
Onion,2014,Kharif,Madhya Pradesh,207511.21,6360218.59,1575.56,166.18,4.28,30.65
Onion,2014,Rabi,Madhya Pradesh,428256.44,11755639.28,815.38,159.58,4.01,27.45
Tomato,2014,Summer,Madhya Pradesh,181385.87,6041963.33,866.47,224.46,4.2,33.31
Tomato,2014,Kharif,Madhya Pradesh,138669.58,5150188.2,1940.36,149.26,0.58,37.14
Banana,2014,Summer,Madhya Pradesh,401464.48,25669638.85,1700.53,52.4,0.43,63.94
Banana,2014,Rabi,Madhya Pradesh,54674.57,3547286.1,942.74,193.81,2.46,64.88
Rice,2014,Rabi,Maharashtra,128162.75,616462.83,996.9,55.63,1.98,4.81
Rice,2014,Whole Year,Maharashtra,276845.57,1780117.02,1116.03,172.42,1.55,6.43
Wheat,2014,Summer,Maharashtra,2909.01,20217.62,905.05,157.05,3.26,6.95
Wheat,2014,Kharif,Maharashtra,34065.48,156019.9,503.55,56.21,2.13,4.58
Maize,2014,Rabi,Maharashtra,366134.79,2478732.53,2029.12,88.07,0.75,6.77
Maize,2014,Whole Year,Maharashtra,413468.35,2418789.85,1448.56,223.12,3.51,5.85
Cotton(lint),2014,Rabi,Maharashtra,174506.42,856826.52,1869.14,76.75,0.71,4.91
Cotton(lint),2014,Kharif,Maharashtra,270044.66,1023469.26,1684.97,41.92,2.04,3.79
Sugarcane,2014,Rabi,Maharashtra,329878.17,37246544.17,1708.46,226.61,1.22,112.91
Sugarcane,2014,Kharif,Maharashtra,266867.57,26358509.89,1111.33,134.2,0.93,98.77
Soybean,2014,Rabi,Maharashtra,78281.37,247369.13,746.68,190.08,0.46,3.16
Soybean,2014,Whole Year,Maharashtra,245150.22,831059.25,1043.61,174.95,2.23,3.39
Groundnut,2014,Whole Year,Maharashtra,416580.22,1699647.3,923.78,121.64,1.71,4.08
Groundnut,2014,Kharif,Maharashtra,183260.14,881481.27,1807.54,178.88,1.03,4.81
Rapeseed &Mustard,2014,Whole Year,Maharashtra,192783.56,724866.19,2047.7,130.39,4.12,3.76
Rapeseed &Mustard,2014,Kharif,Maharashtra,392112.17,1486105.12,1746.54,177.71,3.28,3.79
Gram,2014,Whole Year,Maharashtra,329561.91,883225.92,667.78,209.45,2.86,2.68
Gram,2014,Summer,Maharashtra,112349.78,269639.47,831.26,137.77,3.43,2.4
Arhar/Tur,2014,Summer,Maharashtra,274869.04,654188.32,1880.07,67.9,3.19,2.38
Arhar/Tur,2014,Whole Year,Maharashtra,145793.49,336782.96,424.38,197.39,1.61,2.31
Moong(Green Gram),2014,Whole Year,Maharashtra,380719.66,944184.76,1549.18,191.67,0.94,2.48
Moong(Green Gram),2014,Kharif,Maharashtra,297871.48,452764.65,611.12,102.32,1.6,1.52
Potato,2014,Whole Year,Maharashtra,368133.94,15001458.05,1418.9,208.06,4.39,40.75
Potato,2014,Summer,Maharashtra,17611.67,527469.52,1788.13,53.46,1.97,29.95
Onion,2014,Rabi,Maharashtra,215553.69,5901860.03,477.91,83.1,0.49,27.38
Onion,2014,Whole Year,Maharashtra,313307.9,8036347.63,1104.36,107.74,3.1,25.65
Tomato,2014,Whole Year,Maharashtra,297348.17,9898720.58,1388.29,88.47,1.37,33.29
Tomato,2014,Kharif,Maharashtra,364959.05,11029062.49,524.21,49.86,1.67,30.22
Banana,2014,Whole Year,Maharashtra,28577.53,2246479.63,2112.67,208.9,2.29,78.61
Banana,2014,Kharif,Maharashtra,194086.89,12091613.25,1102.21,169.73,3.46,62.3
Rice,2014,Kharif,Odisha,330406.26,1880011.62,1460.58,101.07,0.91,5.69
Rice,2014,Whole Year,Odisha,110018.13,512684.49,956.16,112.0,1.53,4.66
Wheat,2014,Kharif,Odisha,197586.55,1246771.13,1948.0,34.88,1.28,6.31
Wheat,2014,Rabi,Odisha,53675.35,346206.01,1483.33,236.74,1.45,6.45
Maize,2014,Summer,Odisha,86183.78,487800.19,1467.78,185.43,2.09,5.66
Maize,2014,Rabi,Odisha,318289.5,1820615.94,865.02,193.94,3.77,5.72
Cotton(lint),2014,Rabi,Odisha,271777.99,684880.53,794.92,78.28,2.44,2.52
Cotton(lint),2014,Whole Year,Odisha,24751.03,97766.57,1337.39,201.49,3.86,3.95
Sugarcane,2014,Kharif,Odisha,4552.93,509245.22,1828.81,128.27,3.66,111.85
Sugarcane,2014,Summer,Odisha,226942.37,20154751.88,569.27,159.52,3.11,88.81
Soybean,2014,Whole Year,Odisha,194968.29,869558.57,1874.39,175.28,0.72,4.46
Soybean,2014,Summer,Odisha,249203.05,897130.98,2108.25,51.31,3.31,3.6
Groundnut,2014,Rabi,Odisha,176754.97,701717.23,995.1,203.64,3.85,3.97
Groundnut,2014,Whole Year,Odisha,371389.81,1047319.26,542.93,98.43,2.13,2.82
Rapeseed &Mustard,2014,Kharif,Odisha,316962.93,779728.81,651.96,160.32,2.37,2.46
Rapeseed &Mustard,2014,Whole Year,Odisha,331266.44,768538.14,1087.25,48.17,3.52,2.32
Gram,2014,Rabi,Odisha,193465.38,547507.03,718.87,232.49,0.66,2.83
Gram,2014,Whole Year,Odisha,302346.1,592598.36,783.92,101.2,2.41,1.96
Arhar/Tur,2014,Rabi,Odisha,213107.86,496541.31,1197.67,134.64,2.07,2.33
Arhar/Tur,2014,Kharif,Odisha,284956.78,732338.92,1700.72,155.47,2.96,2.57
Moong(Green Gram),2014,Rabi,Odisha,255989.05,463340.18,1788.45,210.85,4.02,1.81
Moong(Green Gram),2014,Whole Year,Odisha,252451.49,398873.35,1123.73,80.55,1.59,1.58
Potato,2014,Whole Year,Odisha,277457.46,7627305.58,1867.0,124.97,1.83,27.49
Potato,2014,Rabi,Odisha,44607.91,1132148.76,882.76,35.97,3.97,25.38
Onion,2014,Rabi,Odisha,234938.73,6521899.14,1479.12,177.18,4.1,27.76
Onion,2014,Whole Year,Odisha,319207.27,9984803.41,2125.03,235.97,2.94,31.28
Tomato,2014,Summer,Odisha,111676.88,3702088.57,1343.49,155.15,1.76,33.15
Tomato,2014,Whole Year,Odisha,16063.75,662469.05,2126.68,97.21,3.27,41.24
Banana,2014,Whole Year,Odisha,214962.31,11236079.94,407.7,234.9,1.7,52.27
Banana,2014,Summer,Odisha,71887.75,4423972.13,2198.45,91.97,1.94,61.54
Rice,2014,Kharif,Punjab,161024.12,987077.86,887.34,170.17,0.41,6.13
Rice,2014,Whole Year,Punjab,338262.4,2164879.36,663.7,227.54,0.93,6.4
Wheat,2014,Summer,Punjab,110429.52,727730.54,1471.17,87.87,4.32,6.59
Wheat,2014,Whole Year,Punjab,315870.14,1863633.83,1343.65,110.25,0.53,5.9
Maize,2014,Kharif,Punjab,266309.75,2045258.88,1985.38,133.29,1.06,7.68
Maize,2014,Whole Year,Punjab,300963.59,2046552.41,683.02,166.0,1.84,6.8
Cotton(lint),2014,Summer,Punjab,238885.74,893432.67,786.32,101.36,2.97,3.74
Cotton(lint),2014,Rabi,Punjab,127907.29,532094.33,1605.07,59.73,3.36,4.16
Sugarcane,2014,Kharif,Punjab,66916.52,8074147.3,633.57,163.26,1.61,120.66
Sugarcane,2014,Summer,Punjab,12038.55,1189167.97,843.21,101.51,3.25,98.78
Soybean,2014,Whole Year,Punjab,173365.99,521831.63,477.77,128.55,3.44,3.01
Soybean,2014,Summer,Punjab,43593.42,196606.32,1086.46,225.74,1.19,4.51
Groundnut,2014,Rabi,Punjab,314840.17,1549013.64,1819.69,150.77,3.91,4.92
Groundnut,2014,Summer,Punjab,243994.65,1383449.67,1683.3,167.25,1.24,5.67
Rapeseed &Mustard,2014,Kharif,Punjab,442826.91,1372763.42,732.04,127.52,2.94,3.1
Rapeseed &Mustard,2014,Whole Year,Punjab,409074.42,1718112.56,1487.89,211.72,1.33,4.2
Gram,2014,Whole Year,Punjab,205516.0,857001.72,1855.28,194.42,1.98,4.17
Gram,2014,Rabi,Punjab,14501.22,53799.53,2003.46,191.66,1.27,3.71
Arhar/Tur,2014,Kharif,Punjab,411381.96,1024341.08,984.05,190.26,2.16,2.49
Arhar/Tur,2014,Whole Year,Punjab,121643.15,312622.9,579.74,211.68,1.47,2.57
Moong(Green Gram),2014,Kharif,Punjab,278428.84,643170.62,1596.28,95.12,2.12,2.31
Moong(Green Gram),2014,Summer,Punjab,195648.68,436296.56,1057.6,180.34,1.16,2.23
Potato,2014,Rabi,Punjab,162203.52,7621943.4,2086.57,126.48,4.35,46.99
Potato,2014,Kharif,Punjab,47642.16,1912356.3,1455.05,59.97,1.48,40.14
Onion,2014,Summer,Punjab,45096.23,1210382.81,752.8,88.88,3.84,26.84
Onion,2014,Kharif,Punjab,440393.04,15854149.44,838.48,158.06,3.84,36.0
Tomato,2014,Kharif,Punjab,375056.52,15193539.63,570.21,114.8,1.06,40.51
Tomato,2014,Summer,Punjab,11900.12,468864.73,417.14,91.16,0.82,39.4
Banana,2014,Whole Year,Punjab,143927.99,10875198.92,718.56,163.95,3.58,75.56
Banana,2014,Kharif,Punjab,23213.22,2000283.17,1807.89,135.39,2.99,86.17
Rice,2014,Summer,Rajasthan,374982.68,2324892.62,1883.75,87.83,3.34,6.2
Rice,2014,Whole Year,Rajasthan,91054.0,762121.98,1999.56,172.35,0.93,8.37
Wheat,2014,Kharif,Rajasthan,399152.69,2837975.63,801.11,237.64,0.86,7.11
Wheat,2014,Summer,Rajasthan,188819.33,1361387.37,1255.07,217.09,2.97,7.21
Maize,2014,Summer,Rajasthan,3798.26,19105.25,624.94,230.8,3.49,5.03
Maize,2014,Kharif,Rajasthan,352034.38,1605276.77,1085.71,50.11,2.64,4.56
Cotton(lint),2014,Summer,Rajasthan,416754.78,1500317.21,1928.0,113.9,4.47,3.6
Cotton(lint),2014,Rabi,Rajasthan,76975.14,211681.64,1326.78,47.79,2.85,2.75
Sugarcane,2014,Summer,Rajasthan,12045.35,999884.5,499.05,122.91,1.29,83.01
Sugarcane,2014,Kharif,Rajasthan,102137.3,7557138.83,434.11,117.87,1.53,73.99
Soybean,2014,Whole Year,Rajasthan,301176.81,1014965.85,1509.66,226.82,2.43,3.37
Soybean,2014,Kharif,Rajasthan,340043.89,867111.92,653.4,133.14,2.01,2.55
Groundnut,2014,Summer,Rajasthan,387790.55,1477482.0,1526.27,113.73,1.0,3.81
Groundnut,2014,Kharif,Rajasthan,211840.08,993529.98,1619.52,148.74,4.17,4.69
Rapeseed &Mustard,2014,Rabi,Rajasthan,244496.4,865517.26,1855.37,158.66,2.98,3.54
Rapeseed &Mustard,2014,Kharif,Rajasthan,171438.22,596605.01,1644.39,168.49,0.26,3.48
Gram,2014,Whole Year,Rajasthan,315999.51,922718.57,1539.65,148.87,1.61,2.92
Gram,2014,Kharif,Rajasthan,73678.73,255665.19,2135.36,146.69,2.46,3.47
Arhar/Tur,2014,Summer,Rajasthan,170017.73,477749.82,1536.46,193.61,3.47,2.81
Arhar/Tur,2014,Whole Year,Rajasthan,202621.37,498448.57,1967.45,214.54,1.68,2.46
Moong(Green Gram),2014,Whole Year,Rajasthan,74374.33,118255.18,401.53,230.0,1.88,1.59
Moong(Green Gram),2014,Rabi,Rajasthan,33695.73,63347.97,1577.44,68.25,3.85,1.88
Potato,2014,Rabi,Rajasthan,323697.96,9905157.58,472.7,148.34,0.72,30.6
Potato,2014,Whole Year,Rajasthan,71257.68,2031556.46,955.92,177.63,3.0,28.51
Onion,2014,Summer,Rajasthan,113895.98,2677694.49,1226.58,52.96,4.47,23.51
Onion,2014,Kharif,Rajasthan,373512.56,10290271.03,2190.04,120.02,3.96,27.55
Tomato,2014,Summer,Rajasthan,216006.52,7110934.64,508.02,160.35,2.7,32.92
Tomato,2014,Whole Year,Rajasthan,17252.29,557076.44,1851.21,35.6,3.02,32.29
Banana,2014,Summer,Rajasthan,188265.19,9449029.89,1403.51,56.46,2.73,50.19
Banana,2014,Kharif,Rajasthan,64288.88,3670895.05,1029.79,225.09,0.33,57.1
Rice,2014,Rabi,Tamil Nadu,403594.45,3039066.21,2183.68,110.59,2.91,7.53
Rice,2014,Whole Year,Tamil Nadu,73235.46,567574.82,1180.77,192.1,3.56,7.75
Wheat,2014,Kharif,Tamil Nadu,299058.88,2530038.12,2059.59,222.31,4.03,8.46
Wheat,2014,Summer,Tamil Nadu,307939.31,2044717.02,1038.45,181.26,3.73,6.64
Maize,2014,Whole Year,Tamil Nadu,289871.0,1545012.43,987.3,169.5,3.49,5.33
Maize,2014,Kharif,Tamil Nadu,610.26,4741.72,1845.13,202.75,3.2,7.77
Cotton(lint),2014,Kharif,Tamil Nadu,362029.59,1263483.27,650.4,155.68,3.16,3.49
Cotton(lint),2014,Whole Year,Tamil Nadu,371389.71,1340716.85,569.47,139.11,2.11,3.61
Sugarcane,2014,Summer,Tamil Nadu,59116.55,7112312.13,822.89,159.99,0.28,120.31
Sugarcane,2014,Rabi,Tamil Nadu,108009.05,13738751.16,1476.64,142.16,1.32,127.2
Soybean,2014,Summer,Tamil Nadu,302012.1,1389255.66,2113.25,117.11,4.0,4.6
Soybean,2014,Rabi,Tamil Nadu,59351.49,233844.87,1546.34,172.53,3.02,3.94
Groundnut,2014,Kharif,Tamil Nadu,194203.68,930235.63,996.59,152.93,1.65,4.79
Groundnut,2014,Whole Year,Tamil Nadu,398096.88,2241285.43,1889.88,211.61,2.65,5.63
Rapeseed &Mustard,2014,Rabi,Tamil Nadu,233147.59,913938.55,1813.82,98.42,3.71,3.92
Rapeseed &Mustard,2014,Whole Year,Tamil Nadu,79558.73,275273.21,2056.78,177.31,3.89,3.46
Gram,2014,Rabi,Tamil Nadu,173729.1,373517.57,727.88,85.6,3.24,2.15
Gram,2014,Whole Year,Tamil Nadu,38819.54,128492.68,1669.15,184.48,3.7,3.31
Arhar/Tur,2014,Rabi,Tamil Nadu,75493.81,137398.73,849.49,58.25,3.63,1.82
Arhar/Tur,2014,Whole Year,Tamil Nadu,280588.25,440523.55,538.75,39.43,0.66,1.57
Moong(Green Gram),2014,Summer,Tamil Nadu,422139.36,818950.36,1267.36,92.75,3.34,1.94
Moong(Green Gram),2014,Rabi,Tamil Nadu,14472.17,21852.98,417.52,105.0,0.86,1.51
Potato,2014,Kharif,Tamil Nadu,148537.17,5521126.61,785.36,226.02,3.99,37.17
Potato,2014,Summer,Tamil Nadu,343160.77,11221357.18,775.31,154.23,3.21,32.7
Onion,2014,Kharif,Tamil Nadu,331937.47,8321672.37,792.35,139.85,3.24,25.07
Onion,2014,Rabi,Tamil Nadu,423083.23,16144856.06,1325.18,233.67,2.62,38.16
Tomato,2014,Whole Year,Tamil Nadu,13452.52,598099.04,1686.6,211.03,3.04,44.46
Tomato,2014,Rabi,Tamil Nadu,148219.3,7387249.91,1263.68,212.09,1.28,49.84
Banana,2014,Whole Year,Tamil Nadu,236484.24,19460288.11,1815.22,143.48,1.6,82.29
Banana,2014,Kharif,Tamil Nadu,30368.5,1742848.22,894.56,62.14,4.26,57.39
Rice,2014,Summer,Telangana,283876.29,1794098.15,1539.05,190.32,1.92,6.32
Rice,2014,Rabi,Telangana,269188.64,2102363.28,2073.65,224.04,3.22,7.81
Wheat,2014,Kharif,Telangana,12696.38,117441.51,2148.53,200.83,0.6,9.25
Wheat,2014,Rabi,Telangana,48341.96,286667.82,1280.03,122.96,1.13,5.93
Maize,2014,Rabi,Telangana,111713.1,716080.97,2169.21,197.38,3.1,6.41
Maize,2014,Kharif,Telangana,142234.24,607340.2,464.31,88.72,1.73,4.27
Cotton(lint),2014,Rabi,Telangana,33865.09,121575.67,1747.37,43.34,1.0,3.59
Cotton(lint),2014,Kharif,Telangana,183213.52,628422.37,1234.11,179.78,1.79,3.43
Sugarcane,2014,Summer,Telangana,159455.56,19375445.1,1504.84,133.0,3.31,121.51
Sugarcane,2014,Kharif,Telangana,199811.99,22303014.32,1283.86,170.69,1.15,111.62
Soybean,2014,Whole Year,Telangana,59809.29,153709.88,857.13,34.88,3.91,2.57
Soybean,2014,Rabi,Telangana,63235.28,256735.24,1404.69,191.77,3.29,4.06
Groundnut,2014,Whole Year,Telangana,389118.59,1486433.01,1749.29,55.32,2.42,3.82
Groundnut,2014,Rabi,Telangana,375401.16,1381476.27,1235.45,42.66,1.38,3.68
Rapeseed &Mustard,2014,Whole Year,Telangana,255521.21,986311.87,1999.12,78.68,0.68,3.86
Rapeseed &Mustard,2014,Kharif,Telangana,294766.8,851876.05,1547.18,33.67,1.57,2.89
Gram,2014,Rabi,Telangana,182313.62,625335.72,1947.27,220.93,4.09,3.43
Gram,2014,Kharif,Telangana,71928.91,215786.73,1001.12,191.13,1.2,3.0
Arhar/Tur,2014,Whole Year,Telangana,271934.42,891944.9,2084.31,168.91,3.58,3.28
Arhar/Tur,2014,Kharif,Telangana,119016.79,296351.81,777.78,224.53,3.18,2.49
Moong(Green Gram),2014,Rabi,Telangana,105650.81,194397.49,915.16,154.43,2.32,1.84
Moong(Green Gram),2014,Summer,Telangana,300236.43,423333.37,678.37,41.6,2.39,1.41
Potato,2014,Kharif,Telangana,282304.08,8971623.66,525.71,57.99,2.69,31.78
Potato,2014,Whole Year,Telangana,244658.45,10185131.27,1988.12,234.19,0.83,41.63
Onion,2014,Summer,Telangana,167066.34,4744684.06,1622.89,171.02,3.61,28.4
Onion,2014,Rabi,Telangana,436499.06,11711269.78,860.5,118.22,1.05,26.83
Tomato,2014,Summer,Telangana,306599.35,12248644.03,2109.86,89.72,0.55,39.95
Tomato,2014,Rabi,Telangana,351320.38,12450794.27,532.75,143.4,1.39,35.44
Banana,2014,Rabi,Telangana,9117.62,533198.42,983.31,187.63,4.12,58.48
Banana,2014,Kharif,Telangana,99390.07,6828097.81,1486.97,115.42,0.96,68.7
Rice,2014,Whole Year,Uttar Pradesh,183453.8,1146586.25,505.36,178.07,2.36,6.25
Rice,2014,Rabi,Uttar Pradesh,32312.76,171580.76,440.71,127.48,3.6,5.31
Wheat,2014,Summer,Uttar Pradesh,376643.62,2802228.53,1262.98,237.74,3.29,7.44
Wheat,2014,Rabi,Uttar Pradesh,63781.24,491753.36,1709.16,193.33,3.87,7.71
Maize,2014,Kharif,Uttar Pradesh,33739.31,241910.85,1846.79,239.44,0.46,7.17
Maize,2014,Rabi,Uttar Pradesh,60728.91,321863.22,981.26,112.68,4.24,5.3
Cotton(lint),2014,Rabi,Uttar Pradesh,385201.49,1875931.26,1703.75,206.31,2.33,4.87
Cotton(lint),2014,Whole Year,Uttar Pradesh,168852.33,628130.67,1124.35,122.67,2.32,3.72
Sugarcane,2014,Kharif,Uttar Pradesh,14969.47,1336324.59,1641.61,46.88,1.22,89.27
Sugarcane,2014,Rabi,Uttar Pradesh,182864.95,19731128.11,614.31,187.13,2.79,107.9
Soybean,2014,Kharif,Uttar Pradesh,60560.34,197426.71,596.42,215.32,3.1,3.26
Soybean,2014,Rabi,Uttar Pradesh,379855.99,1390272.92,1399.54,127.15,2.47,3.66
Groundnut,2014,Kharif,Uttar Pradesh,182958.5,956872.96,2057.55,46.92,3.54,5.23
Groundnut,2014,Whole Year,Uttar Pradesh,231274.28,915846.15,470.71,228.7,0.56,3.96
Rapeseed &Mustard,2014,Summer,Uttar Pradesh,36360.71,72721.42,430.69,60.96,1.52,2.0
Rapeseed &Mustard,2014,Kharif,Uttar Pradesh,224792.51,579964.68,846.51,87.62,3.73,2.58
Gram,2014,Kharif,Uttar Pradesh,49234.72,163951.62,1553.11,230.32,2.2,3.33
Gram,2014,Rabi,Uttar Pradesh,140776.82,453301.36,1828.05,132.56,0.81,3.22
Arhar/Tur,2014,Summer,Uttar Pradesh,442770.91,925391.2,604.39,238.39,0.65,2.09
Arhar/Tur,2014,Whole Year,Uttar Pradesh,429253.76,1077426.94,1544.42,155.4,4.49,2.51
Moong(Green Gram),2014,Summer,Uttar Pradesh,20626.05,49090.0,1946.29,233.72,4.33,2.38
Moong(Green Gram),2014,Rabi,Uttar Pradesh,165038.18,250858.03,958.38,94.18,2.8,1.52
Potato,2014,Rabi,Uttar Pradesh,85223.46,3281955.44,860.16,141.97,1.4,38.51
Potato,2014,Kharif,Uttar Pradesh,330610.95,11792892.59,696.43,187.59,3.09,35.67
Onion,2014,Kharif,Uttar Pradesh,262542.57,7991795.83,1949.5,161.08,3.96,30.44
Onion,2014,Summer,Uttar Pradesh,368874.45,10402259.49,1088.53,166.73,3.37,28.2
